tournament,date,home_team,away_team,market,line,over_odds,under_odds,book,is_closing,source_url
FIFA World Cup,2022-11-24,uruguay,south_korea,match_total,4.5,10.0,1.09,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-24,uruguay,south_korea,match_total,5.5,25.0,1.03,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-24,portugal,ghana,match_total,0.5,1.04,15.0,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-24,portugal,ghana,match_total,1.5,1.25,4.55,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-24,portugal,ghana,match_total,2.5,1.77,2.18,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-24,portugal,ghana,match_total,3.5,2.9,1.46,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-24,portugal,ghana,match_total,4.5,5.75,1.18,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-24,portugal,ghana,match_total,5.5,13.0,1.07,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-24,brazil,serbia,match_total,0.5,1.05,15.0,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-24,brazil,serbia,match_total,1.5,1.26,4.45,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-24,brazil,serbia,match_total,2.5,1.75,2.26,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-24,brazil,serbia,match_total,3.5,2.93,1.45,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-24,brazil,serbia,match_total,4.5,5.7,1.19,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-24,brazil,serbia,match_total,5.5,12.5,1.07,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-25,wales,iran,match_total,0.5,1.11,8.0,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-25,wales,iran,match_total,1.5,1.5,2.88,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
FIFA World Cup,2022-11-25,wales,iran,match_total,2.5,2.55,1.61,oddsportal_avg,True,https://www.oddsportal.com/football/world/world-cup-2022/results/
